編號,所屬單位,安裝地址,攝影方向
LAAD062-01,大同分局 民族路派出所,環河北路2段71號後門,北
LAAD062-02,大同分局 民族路派出所,環河北路2段71號後門,東
LAAD065-01,大同分局 民族路派出所,延平北路3段33號前(嘉興體育百貨),北
LAAE001-01,大同分局 延平派出所,鄭州路與西寧北路東北角燈桿,南
LAAE002-01,大同分局 延平派出所,忠孝西路2段與西寧北路口西北角,西
LAAE003-01,大同分局 延平派出所,忠孝西路2段與西寧北路(東北角),北
LAAE004-01,大同分局 延平派出所,鄭州路與西寧北路東北角燈桿,西南
LAAE005-01,大同分局 延平派出所,迪化街1段46巷36號,東
LAAE006-01,大同分局 延平派出所,忠孝西路與西寧北路東北角號誌,西南
LAAE008-01,大同分局 延平派出所,鄭州路143巷口西北角(聯合醫院東南角),西
LAAE009-01,大同分局 延平派出所,西寧北路50號口,南
LAAE010-01,大同分局 延平派出所,塔城街24巷底與鄭州路143巷,東
LAAE011-01,大同分局 延平派出所,西寧北路32號對面燈桿,南
LAAE012-01,大同分局 延平派出所,長安西路與延平北路口,南
LAAE013-01,大同分局 延平派出所,長安西路291號與南京西路434巷口(燈桿),北
LAAE014-01,大同分局 延平派出所,長安西路340-1號燈桿 ,東
LAAE015-01,大同分局 延平派出所,鄭州路與西寧北路口,西
LAAE016-01,大同分局 延平派出所,鄭州路143巷口西北角(聯合醫院東南角),北
LAAE017-01,大同分局 延平派出所,長安西路與塔城街口西北角,南
LAAE018-01,大同分局 延平派出所,塔城街30號(台企前燈桿),南
LAAE019-01,大同分局 延平派出所,塔城街52號,西
LAAE021-01,大同分局 延平派出所,長安西路與西寧北路口(海霸王餐廳),北
LAAE022-01,大同分局 延平派出所,長安西路與貴德街5號前,北
LAAE023-01,大同分局 延平派出所,南京西路436號,西
LAAE024-01,大同分局 延平派出所,南京西路358號前(號誌桿),東
LAAE025-01,大同分局 延平派出所,環河北路1段109-1號旁(堤外便道旁路口監控),南
LAAE026-01,大同分局 延平派出所,延平北路1段68號,西
LAAE027-01,大同分局 延平派出所,貴德街30-1號對面燈桿,南
LAAE028-01,大同分局 延平派出所,南京西路462號,北
LAAE029-01,大同分局 延平派出所,南京西路434之1號,南
LAAE030-01,大同分局 延平派出所,民樂街32號,北
LAAE031-01,大同分局 延平派出所,長安西路與西寧北路口(西南角),東
LAAE032-01,大同分局 延平派出所,城區醫院鄭州路40號門前號,東
LAAE033-01,大同分局 延平派出所,南京西路412巷1弄8號,北
LAAE034-01,大同分局 延平派出所,延平北路50巷1號旁燈桿,西
LAAE035-01,大同分局 延平派出所,南京西路390號前燈桿,南
LAAE036-01,大同分局 延平派出所,南京西路211號前,西
LAAE037-01,大同分局 延平派出所,南京西路與延平北路口,東南
LAAE038-01,大同分局 延平派出所,長安西路340-1號燈桿 ,西
LAAE039-01,大同分局 延平派出所,延平北路1段106號旁燈桿,西
LAAE040-01,大同分局 延平派出所,北市大同區延平北路2段61巷21號燈桿路口監控,北
LAAE041-01,大同分局 延平派出所,延平北路2段與民生西路(西北角號誌桿),南
LAAE043-01,大同分局 延平派出所,西寧北路86巷7號,西
LAAE045-01,大同分局 延平派出所,南京西路239巷39號,東
LAAE046-01,大同分局 延平派出所,環河北路141號前,北
LAAE048-01,大同分局 延平派出所,延平北路2段60巷21號,東
LAAE049-01,大同分局 延平派出所,民樂街31號旁,西
LAAE050-01,大同分局 延平派出所,南京西路233巷16號旁燈桿,南
LAAE051-01,大同分局 延平派出所,南京西路239巷1號右側,西
LAAE052-01,大同分局 延平派出所,迪化街1段14巷38號,東
LAAE053-01,大同分局 延平派出所,迪化街1段44號口燈桿路口監控,北
LAAE054-01,大同分局 延平派出所,迪化街1段64號,東
LAAE055-01,大同分局 延平派出所,貴德街30-1號對面燈桿,北
LAAE056-01,大同分局 延平派出所,南京西路301號,南
LAAE057-01,大同分局 延平派出所,迪化街1段72巷23號燈桿,東
LAAE058-01,大同分局 延平派出所,西寧北路61號旁,東
LAAE059-01,大同分局 延平派出所,貴德街73號前燈桿,北
LAAE060-01,大同分局 延平派出所,民生西路342號,東
LAAE061-01,大同分局 延平派出所,延平北路1段152號號誌桿,東
LAAE062-01,大同分局 延平派出所,迪化街1段84號,北
LAAE063-01,大同分局 延平派出所,貴德街47-4號,西
LAAE064-01,大同分局 延平派出所,貴德街53號口,北
LAAE065-01,大同分局 延平派出所,五號水門堤外停車場,南
LAAE066-01,大同分局 延平派出所,貴德街49號口,西
LAAE067-01,大同分局 延平派出所,重慶北路2段46巷28號旁,南
LAAE068-01,大同分局 延平派出所,天水路51巷15號,南
LAAE069-01,大同分局 延平派出所,重慶北路2段46巷5弄9號前燈桿,南
LAAE070-01,大同分局 延平派出所,南京西路167巷24號旁燈桿,東
LAAE072-01,大同分局 延平派出所,南京西路185巷8號,東
LAAE073-01,大同分局 延平派出所,南京西路344巷8號前,南
LAAE074-01,大同分局 延平派出所,南京西路155巷18號,南
LAAE075-01,大同分局 延平派出所,北市大同區南京西路167巷口.南京西路326號燈桿路口監控,西
LAAE076-01,大同分局 延平派出所,重慶北路2段100號號誌桿,南
LAAE077-01,大同分局 延平派出所,延平北路2段61巷15號,西
LAAE078-01,大同分局 延平派出所,南京西路167巷43號旁燈桿,東
LAAE079-01,大同分局 延平派出所,民樂街19號前燈桿,北
LAAE080-01,大同分局 延平派出所,重慶北路2段18號旁,西
LAAE082-01,大同分局 延平派出所,延平北路2段43巷1號,東
LAAE083-01,大同分局 延平派出所,北市大同區延平北路2段61巷21號燈桿路口監控,東
LAAE084-01,大同分局 延平派出所,重慶北路2段46巷6號,西
LAAE085-01,大同分局 延平派出所,民生西路262號前,東
LAAE086-01,大同分局 延平派出所,重慶北路2段46巷42-1號,東
LAAE087-01,大同分局 延平派出所,南京西路167巷11號,北
LAAE088-01,大同分局 延平派出所,南京西路185巷5之2號,北
LAAE089-01,大同分局 延平派出所,延平北路2段93號,北
LAAE090-01,大同分局 延平派出所,南京西路167巷3-1號燈桿,北
LAAE091-01,大同分局 延平派出所,延平北路2段61巷15號,南
LAAE092-01,大同分局 延平派出所,天水路與南京西路344巷口燈桿,北
LAAE093-01,大同分局 延平派出所,天水路51巷28號,北
LAAE094-01,大同分局 延平派出所,天水路35號,西南
LAAE095-01,大同分局 延平派出所,延平北路二段1號,北
LAAE096-01,大同分局 延平派出所,延平北路與民生西路322號口(西南角),東
LAAE097-01,大同分局 延平派出所,重慶北路2段46巷7之10號,北
LAAE098-01,大同分局 延平派出所,西寧北路32號對面燈桿,北
LAAF001-01,大同分局 民生西路派出所,北市大同區歸綏街207號前路口監控,西
LAAF002-01,大同分局 民生西路派出所,歸綏街181-1號,東
LAAF003-01,大同分局 民生西路派出所,保安街30號,西
LAAF004-01,大同分局 民生西路派出所,延平北路2段237號右旁對面人行道上口,西
LAAF005-01,大同分局 民生西路派出所,甘州街13號,南
LAAF006-01,大同分局 民生西路派出所,保安街49巷18號前燈桿,東
LAAF007-01,大同分局 民生西路派出所,保安街51號,東
LAAF008-01,大同分局 民生西路派出所,保安街72巷19號對面燈桿(碧霞宮旁),北
LAAF009-01,大同分局 民生西路派出所,保安街80號(往南)旁壁掛,南
LAAF010-01,大同分局 民生西路派出所,民生西路293號-3號,南
LAAF011-01,大同分局 民生西路派出所,甘州街29號,北
LAAF012-01,大同分局 民生西路派出所,延平北路2段135巷7號,西
LAAF013-01,大同分局 民生西路派出所,甘州街55號右前,南
LAAF014-01,大同分局 民生西路派出所,重慶北路2段與涼州街口(太平國小旁),東
LAAF015-01,大同分局 民生西路派出所,保安街49巷30號右側旁,北
LAAF015-02,大同分局 民生西路派出所,保安街49巷30號右側旁,南
LAAF016-01,大同分局 民生西路派出所,涼州街54號,東
LAAF018-01,大同分局 民生西路派出所,重慶北路2段100號,西
LAAF019-01,大同分局 民生西路派出所,歸綏街182號,東
LAAF021-01,大同分局 民生西路派出所,涼州街30號對面,南
LAAF022-01,大同分局 民生西路派出所,甘州街50號後側牆上,西
LAAF023-01,大同分局 民生西路派出所,重慶北路2段116號,南
LAAF024-01,大同分局 民生西路派出所,延平北路2段民生西路口(東南角),北
LAAF025-01,大同分局 民生西路派出所,民生西路387號口,北
LAAF026-01,大同分局 民生西路派出所,安西街1巷口,東
LAAF027-01,大同分局 民生西路派出所,民生西路363號,北
LAAF028-01,大同分局 民生西路派出所,涼州街104號左旁,南
LAAF029-01,大同分局 民生西路派出所,迪化街1段153號,南
LAAF030-01,大同分局 民生西路派出所,歸綏街301號,北
LAAF031-01,大同分局 民生西路派出所,迪化街1段224巷24號,東
LAAF032-01,大同分局 民生西路派出所,民生西路423巷27弄1號,南
LAAF033-01,大同分局 民生西路派出所,延平北路2段144巷3號旁燈桿,東
LAAF034-01,大同分局 民生西路派出所,延平北路2段159號,西
LAAF035-01,大同分局 民生西路派出所,民生西路365號,東
LAAF036-01,大同分局 民生西路派出所,民樂街78號,南
LAAF037-01,大同分局 民生西路派出所,迪化街1段217號,北
LAAF038-01,大同分局 民生西路派出所,民樂街179號,南
LAAF039-01,大同分局 民生西路派出所,安西街2號旁燈桿,北
LAAF040-01,大同分局 民生西路派出所,迪化街1段166號,北
LAAF041-01,大同分局 民生西路派出所,歸綏街241號,西
LAAF042-01,大同分局 民生西路派出所,甘州街29號,南
LAAF043-01,大同分局 民生西路派出所,迪化街1段247號右前,南
LAAF044-01,大同分局 民生西路派出所,環河北路與涼州街口,南
LAAF045-01,大同分局 民生西路派出所,環河北路1段269號,南
LAAF046-01,大同分局 民生西路派出所,民生西路423巷口,北
LAAF048-01,大同分局 民生西路派出所,延平河濱公園腳踏車道天水宮旁燈桿,北
LAAF050-01,大同分局 民生西路派出所,迪化街1段264號前,北
LAAF051-01,大同分局 民生西路派出所,北市大同區延平北路2段239號太平國小路口監控,北
LAAF052-01,大同分局 民生西路派出所,安西街150號右旁,北
LAAF052-02,大同分局 民生西路派出所,安西街150號右旁,南
LAAF053-01,大同分局 民生西路派出所,民權西路260號號誌桿,北
LAAF054-01,大同分局 民生西路派出所,延平北路與民權西路口(台北橋下西南角號誌桿),東
LAAF055-01,大同分局 民生西路派出所,迪化街1段312巷9號,東
LAAF056-01,大同分局 民生西路派出所,延平北路2段272巷46號,東
LAAF056-02,大同分局 民生西路派出所,延平北路2段272巷46號,西
LAAF056-03,大同分局 民生西路派出所,延平北路2段272巷46號,南
LAAF058-01,大同分局 民生西路派出所,迪化街1段312巷10號牆上,北
LAAF059-01,大同分局 民生西路派出所,環河北路1段429號前,北
LAAF060-01,大同分局 民生西路派出所,迪化街1段340號,西
LAAF061-01,大同分局 民生西路派出所,涼州街76號前,東
LAAF062-01,大同分局 民生西路派出所,延平北路2段245號前(燈桿),西
LAAF063-01,大同分局 民生西路派出所,迪化街1段349號右前(民權西路口),南
LAAF064-01,大同分局 民生西路派出所,北市大同區歸綏街207號前路口監控,北
LAAF065-01,大同分局 民生西路派出所,延平北路2段247巷23號前,西
LAAF068-01,大同分局 民生西路派出所,延平北路與涼州街口西北側號誌,南
LAAF069-01,大同分局 民生西路派出所,民權西路248號左旁  ,南
LAAF070-01,大同分局 民生西路派出所,延平北路2段276號,東
LAAF071-01,大同分局 民生西路派出所,迪化街1段260號前號誌,東
LAAF072-01,大同分局 民生西路派出所,涼州街與重慶北路2段西南角,東
LAAF073-01,大同分局 民生西路派出所,迪化街372號(民權西路口),東
LAAF074-01,大同分局 民生西路派出所,民權西路260號號誌桿,東
LAAF075-01,大同分局 民生西路派出所,迪化街1段319號,北
LAAG001-01,大同分局 建成派出所,太原路183巷轉角.燈桿上,北
LAAG002-01,大同分局 建成派出所,南京西路105號牆上,北
LAAG003-01,大同分局 建成派出所,寧夏路2號前燈桿,東北
LAAG004-01,大同分局 建成派出所,太原路175巷與太原路16巷轉角處,西
LAAG005-01,大同分局 建成派出所,太原路175巷27號燈桿,北
LAAG007-01,大同分局 建成派出所,重慶北路2段97巷36號牆上,北
LAAG008-01,大同分局 建成派出所,太原路與平陽街東北角鏡頭,南
LAAG009-01,大同分局 建成派出所,平陽街46號右前燈桿上,西南
LAAG010-01,大同分局 建成派出所,重慶北路2段97巷2號對面燈桿,東
LAAG011-01,大同分局 建成派出所,平陽街1號前,西
LAAG012-01,大同分局 建成派出所,南京西路107巷17號牆上,東南
LAAG013-01,大同分局 建成派出所,五原路25號對面號誌桿,東
LAAG014-01,大同分局 建成派出所,五原路18號右邊牆上,南
LAAG015-01,大同分局 建成派出所,太原路183巷口標示牌旁,東
LAAG016-01,大同分局 建成派出所,寧夏路44號外牆上鏡頭,西
LAAG017-01,大同分局 建成派出所,太原路163號旁燈桿,東
LAAG018-01,大同分局 建成派出所,太原路175巷1號前燈桿上,東
LAAG019-01,大同分局 建成派出所,重慶北路2段55號牆上,東北
LAAG020-01,大同分局 建成派出所,太原路156巷,西
LAAG021-01,大同分局 建成派出所,太原路197號前號誌桿,南
LAAG022-01,大同分局 建成派出所,重慶北路2段73巷1弄1號,東
LAAG023-01,大同分局 建成派出所,重慶北路2段97巷27號右前燈桿,西
LAAG024-01,大同分局 建成派出所,重慶北路2段97巷27-1號右前燈桿,南
LAAG028-01,大同分局 建成派出所,赤峰街12巷9號,西
LAAG029-01,大同分局 建成派出所,赤峰街41巷13號旁燈桿,南
LAAG030-01,大同分局 建成派出所,南京西路27-1號前小綠人,東
LAAG031-01,大同分局 建成派出所,南京西路25巷2號,南
LAAG032-01,大同分局 建成派出所,赤峰街8巷2號牆上,北
LAAG033-01,大同分局 建成派出所,赤峰街40號對面燈桿,北
LAAG034-01,大同分局 建成派出所,承德路2段1巷口廟旁(對面),東
LAAG035-01,大同分局 建成派出所,民生西路72號前,南
LAAG036-01,大同分局 建成派出所,承德路2段77號前分隔島燈桿,東
LAAG037-01,大同分局 建成派出所,赤峰街77巷21號對面(77巷口),西
LAAG038-01,大同分局 建成派出所,赤峰街71巷34號,西
LAAG039-01,大同分局 建成派出所,赤峰街12巷3號,東
LAAG041-01,大同分局 建成派出所,赤峰街49巷23號,西
LAAG042-01,大同分局 建成派出所,南京西路63號旁,北
LAAG043-01,大同分局 建成派出所,承德路2段49號旁壁掛,東
LAAG044-01,大同分局 建成派出所,赤峰街36號壁掛,西
LAAG045-01,大同分局 建成派出所,赤峰街77巷2號,西
LAAG047-01,大同分局 建成派出所,南京西路25巷6號,北
LAAG049-01,大同分局 建成派出所,承德路2段77號前分隔島燈桿,北
LAAG050-01,大同分局 建成派出所,承德路2段109巷口,東
